Protein_A,Protein_B,coexpression,experimentally_determined_interaction,database_annotated,combined_score,automated_textmining,Disease associated,Experimental System,Author,Pubmed ID
EGFR,SH3BGRL,0.042,0.671,0,0.801,0.42,Infectious & Immune,Affinity Capture-MS,Schulze WX (2006),16729043
EGFR,TNK2,0.055,0.838,0,0.868,0.205,Infectious & Immune,Affinity Capture-Western,Lin Q (2010),20086093
RSRC1,PAXBP1,0.044,0.835,0,0.844,0.091,Infectious & Immune,Affinity Capture-MS,Huttlin EL (2015),26186194
ACOT2,ACOT1,0.419,0.624,0.9,0.976,0.053,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2017),28514442
CD84,SH2D1B,0.134,0.628,0,0.977,0.936,Muscle &connective tissue,Affinity Capture-Western,Tangye SG (2002),12115647
CD84,SH2D1A,0.124,0.792,0,0.989,0.948,Muscle &connective tissue,Affinity Capture-Western,Tangye SG (2002),12115647
CDK8,MED4,0.061,0.865,0.9,0.992,0.461,Muscle &connective tissue,Affinity Capture-MS,Varjosalo M (2013),23602568
CDK8,MED26,0.082,0.791,0.9,0.996,0.836,Muscle &connective tissue,Affinity Capture-MS,Donner AJ (2010),20098423
CDK8,MED8,0.062,0.877,0.9,0.998,0.853,Muscle &connective tissue,Affinity Capture-MS,Varjosalo M (2013),23602568
CDK8,MED11,0,0.788,0.9,0.986,0.418,Muscle &connective tissue,Affinity Capture-MS,Varjosalo M (2013),23602568
CDK8,MED30,0.049,0.869,0.9,0.997,0.804,Muscle &connective tissue,Affinity Capture-MS,Varjosalo M (2013),23602568
CDK8,MED16,0.052,0.895,0.9,0.997,0.799,Muscle &connective tissue,Affinity Capture-MS,Ito M (1999),10198638
CDK8,THRAP3,0,0.294,0.9,0.93,0.091,Muscle &connective tissue,Affinity Capture-MS,Ito M (1999),10198638
CDK8,MED18,0,0.84,0.9,0.998,0.913,Muscle &connective tissue,Affinity Capture-MS,Varjosalo M (2013),23602568
CDK8,MED22,0,0.873,0.9,0.992,0.485,Muscle &connective tissue,Affinity Capture-MS,Donner AJ (2010),20098423
CDK8,MED29,0,0.878,0.9,0.993,0.532,Muscle &connective tissue,Affinity Capture-MS,Varjosalo M (2013),23602568
CDK8,MED6,0.047,0.925,0.9,0.999,0.947,Muscle &connective tissue,Affinity Capture-Western,Wang G (2001),11416138
CDK8,MED13,0.049,0.933,0.9,0.999,0.996,Muscle &connective tissue,Affinity Capture-MS,Ito M (1999),10198638
CLIC5,PLS1,0.071,0.168,0.8,0.862,0.212,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2021),33961781
CLIC5,TPRN,0,0.839,0.8,0.997,0.918,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2015),26186194
COL1A1,DDR2,0.201,0,0,0.856,0.827,Muscle &connective tissue,Reconstituted Complex,Mihai C (2006),16884738
COLGALT1,PLOD1,0.375,0.231,0.9,0.965,0.371,Muscle &connective tissue,Co-fractionation,Wan C (2015),26344197
COLGALT1,PLOD3,0.238,0.669,0.9,0.982,0.387,Muscle &connective tissue,Co-fractionation,Wan C (2015),26344197
COLGALT1,PLOD2,0.055,0.24,0.9,0.945,0.333,Muscle &connective tissue,Co-fractionation,Wan C (2015),26344197
CRTAP,P3H1,0.519,0.801,0.8,0.999,0.976,Muscle &connective tissue,Proximity Label-MS,Fasci D (2018),30021884
KIR2DL1,KIR3DL1,0.807,0.19,0.9,0.993,0.629,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2021),33961781
MED11,MED4,0.211,0.973,0.9,0.999,0.728,Muscle &connective tissue,Co-fractionation,Havugimana PC (2012),22939629
MED11,MED26,0.057,0.949,0.9,0.998,0.764,Muscle &connective tissue,Affinity Capture-MS,Marcon E (2014),24981860
MED11,MED8,0.119,0.984,0.9,0.999,0.995,Muscle &connective tissue,Co-fractionation,Havugimana PC (2012),22939629
MED11,MED13,0,0.736,0.9,0.984,0.464,Muscle &connective tissue,Affinity Capture-MS,Cho NH (2022),35271311
MED11,MED16,0.067,0.967,0.9,0.998,0.629,Muscle &connective tissue,Co-fractionation,Havugimana PC (2012),22939629
MED11,MED30,0.169,0.979,0.9,0.999,0.986,Muscle &connective tissue,Affinity Capture-MS,Cho NH (2022),35271311
MED11,MED6,0.06,0.973,0.9,0.999,0.993,Muscle &connective tissue,Co-fractionation,Havugimana PC (2012),22939629
MED11,MED22,0.172,0.986,0.9,0.999,0.999,Muscle &connective tissue,Affinity Capture-MS,Cho NH (2022),35271311
MED11,MED29,0.074,0.979,0.9,0.999,0.819,Muscle &connective tissue,Co-fractionation,Havugimana PC (2012),22939629
MED11,MED18,0.082,0.988,0.9,0.999,0.998,Muscle &connective tissue,Co-fractionation,Havugimana PC (2012),22939629
MED13,MED4,0.042,0.873,0.9,0.994,0.59,Muscle &connective tissue,Co-fractionation,Havugimana PC (2012),22939629
MED13,MED26,0.049,0.702,0.9,0.994,0.823,Muscle &connective tissue,Affinity Capture-Western,Tsai KL (2013),23563140
MED13,MED8,0,0.732,0.9,0.988,0.602,Muscle &connective tissue,Co-fractionation,Wan C (2015),26344197
MED13,MED30,0,0.739,0.9,0.991,0.684,Muscle &connective tissue,Proximity Label-MS,Liu X (2018),29568061
MED13,MED16,0,0.834,0.9,0.995,0.737,Muscle &connective tissue,Co-fractionation,Havugimana PC (2012),22939629
MED13,MED18,0,0.994,0.9,0.999,0.663,Muscle &connective tissue,Co-fractionation,Wan C (2015),26344197
MED13,MED22,0,0.778,0.9,0.989,0.57,Muscle &connective tissue,Proximity Label-MS,Liu X (2018),29568061
MED13,MED6,0.06,0.709,0.9,0.992,0.765,Muscle &connective tissue,Co-fractionation,Wan C (2015),26344197
MED13,MED29,0,0.871,0.9,0.996,0.756,Muscle &connective tissue,Co-fractionation,Havugimana PC (2012),22939629
MED16,MED4,0.107,0.972,0.9,0.998,0.636,Muscle &connective tissue,Co-fractionation,Havugimana PC (2012),22939629
MED16,MED26,0.044,0.92,0.9,0.997,0.693,Muscle &connective tissue,Affinity Capture-MS,Marcon E (2014),24981860
MED16,MED8,0,0.967,0.9,0.998,0.706,Muscle &connective tissue,Co-fractionation,Havugimana PC (2012),22939629
MED16,MED30,0.082,0.924,0.9,0.997,0.693,Muscle &connective tissue,Affinity Capture-MS,Marcon E (2014),24981860
MED16,MED6,0,0.957,0.9,0.998,0.773,Muscle &connective tissue,Affinity Capture-MS,Marcon E (2014),24981860
MED16,MED22,0.107,0.957,0.9,0.999,0.865,Muscle &connective tissue,Affinity Capture-MS,Marcon E (2014),24981860
MED16,MED18,0.073,0.998,0.9,0.999,0.887,Muscle &connective tissue,Co-fractionation,Havugimana PC (2012),22939629
MED16,MED29,0.048,0.988,0.9,0.999,0.931,Muscle &connective tissue,Co-fractionation,Havugimana PC (2012),22939629
MED18,MED4,0.127,0.998,0.9,0.999,0.716,Muscle &connective tissue,Affinity Capture-MS,Malovannaya A (2010),20133760
MED18,MED26,0.067,0.998,0.9,0.999,0.749,Muscle &connective tissue,Affinity Capture-MS,Malovannaya A (2010),20133760
MED18,MED8,0.092,0.999,0.9,0.999,0.996,Muscle &connective tissue,Affinity Capture-MS,Malovannaya A (2010),20133760
MED18,MED30,0.172,0.998,0.9,0.999,0.93,Muscle &connective tissue,Affinity Capture-MS,Malovannaya A (2010),20133760
MED18,MED22,0.705,0.999,0.9,0.999,0.991,Muscle &connective tissue,Affinity Capture-MS,Malovannaya A (2010),20133760
MED18,MED29,0,0.998,0.9,0.999,0.978,Muscle &connective tissue,Affinity Capture-MS,Malovannaya A (2010),20133760
MED18,MED6,0.042,0.998,0.9,0.999,0.994,Muscle &connective tissue,Affinity Capture-MS,Malovannaya A (2010),20133760
MED22,MED4,0.164,0.973,0.9,0.999,0.717,Muscle &connective tissue,Co-fractionation,Havugimana PC (2012),22939629
MED22,MED26,0.076,0.958,0.9,0.999,0.855,Muscle &connective tissue,Affinity Capture-MS,Marcon E (2014),24981860
MED22,MED8,0.081,0.978,0.9,0.999,0.996,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2021),33961781
MED22,MED30,0.188,0.983,0.9,0.999,0.982,Muscle &connective tissue,Reconstituted Complex,Sato S (2003),12584197
MED22,MED29,0.047,0.967,0.9,0.999,0.79,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2021),33961781
MED22,MED6,0,0.997,0.9,0.999,0.995,Muscle &connective tissue,Affinity Capture-MS,Marcon E (2014),24981860
MED26,MED4,0,0.997,0.9,0.999,0.733,Muscle &connective tissue,Affinity Capture-MS,Sato S (2004),15175163
MED26,MED8,0.062,0.922,0.9,0.997,0.707,Muscle &connective tissue,Affinity Capture-MS,Sato S (2004),15175163
MED26,MED29,0.095,0.963,0.9,0.998,0.725,Muscle &connective tissue,Affinity Capture-MS,Sato S (2004),15175163
MED26,MED6,0.077,0.995,0.9,0.999,0.794,Muscle &connective tissue,Affinity Capture-MS,Sato S (2004),15175163
MED26,MED30,0.044,0.94,0.9,0.999,0.86,Muscle &connective tissue,Affinity Capture-MS,Sato S (2004),15175163
MED29,MED4,0.06,0.975,0.9,0.999,0.735,Muscle &connective tissue,Affinity Capture-MS,Sato S (2004),15175163
MED29,MED8,0.091,0.981,0.9,0.999,0.785,Muscle &connective tissue,Affinity Capture-MS,Sato S (2004),15175163
MED29,MED30,0.042,0.983,0.9,0.999,0.771,Muscle &connective tissue,Affinity Capture-MS,Sato S (2004),15175163
MED29,MED6,0.057,0.978,0.9,0.999,0.818,Muscle &connective tissue,Affinity Capture-MS,Sato S (2004),15175163
MED30,MED4,0.434,0.968,0.9,0.999,0.665,Muscle &connective tissue,Reconstituted Complex,Sato S (2003),12584197
MED30,MED8,0,0.96,0.9,0.999,0.898,Muscle &connective tissue,Reconstituted Complex,Sato S (2003),12584197
MED30,MED6,0.059,0.972,0.9,0.999,0.891,Muscle &connective tissue,Reconstituted Complex,Sato S (2003),12584197
MED4,THRAP3,0.127,0.069,0.9,0.911,0,Muscle &connective tissue,Affinity Capture-MS,Lambert JP (2015),25281560
MED4,MED8,0.06,0.975,0.9,0.999,0.769,Muscle &connective tissue,Co-fractionation,Havugimana PC (2012),22939629
MED4,MED6,0.194,0.978,0.9,0.999,0.852,Muscle &connective tissue,Co-fractionation,Havugimana PC (2012),22939629
MED6,MED8,0.126,0.979,0.9,0.999,0.993,Muscle &connective tissue,Co-fractionation,Wan C (2015),26344197
MYO1C,TPRN,0.049,0.198,0.8,0.836,0.052,Muscle &connective tissue,Affinity Capture-MS,Hein MY (2015),26496610
MYO1C,TWF1,0.042,0.315,0.8,0.864,0.092,Muscle &connective tissue,Affinity Capture-MS,Hein MY (2015),26496610
OCRL,INPP5B,0,0.785,0.9,0.979,0.108,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2017),28514442
PIP4K2A,PIP4K2C,0.042,0.737,0.9,0.973,0.065,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2017),28514442
PIP4K2A,PIP5K1A,0.042,0.171,0.9,0.935,0.287,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2017),28514442
PIP4K2A,PLCD3,0.08,0.449,0.697,0.843,0.101,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2017),28514442
PIP4K2A,PIP4K2B,0,0.739,0.9,0.973,0.06,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2017),28514442
PIP4K2C,PLCD3,0.08,0.241,0.697,0.785,0.101,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2021),33961781
PIP4K2C,PIP4K2B,0,0.491,0.9,0.949,0.065,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2021),33961781
PIP5K1A,PIP5K1C,0.049,0.73,0.9,0.973,0.074,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2015),26186194
PIP5KL1,PIP5K1B,0.046,0.292,0.9,0.934,0.143,Muscle &connective tissue,Affinity Capture-Western,Chang JD (2004),14701839
PIP5KL1,PIP5K1A,0.046,0.292,0.9,0.961,0.499,Muscle &connective tissue,Affinity Capture-Western,Chang JD (2004),14701839
PIP5KL1,PIP5K1C,0.046,0.292,0.9,0.93,0.091,Muscle &connective tissue,Affinity Capture-Western,Chang JD (2004),14701839
PLCD3,PIP4K2B,0.083,0.276,0.697,0.795,0.101,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2021),33961781
PLOD1,COL4A5,0.066,0.349,0.5,0.734,0.227,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2017),28514442
PLOD1,COL1A1,0.122,0.234,0.5,0.818,0.522,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2017),28514442
PLOD1,COL5A1,0.148,0.245,0.5,0.857,0.608,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2017),28514442
PLOD1,PLOD2,0.085,0.632,0.9,0.977,0.388,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2017),28514442
PLOD3,PLOD1,0.416,0.422,0.9,0.965,0.075,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2021),33961781
PLOD3,PLOD2,0.049,0.473,0.9,0.948,0.075,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2021),33961781
PNN,THRAP3,0.194,0.677,0,0.877,0.566,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2017),28514442
THEM5,THEM4,0,0.433,0.9,0.948,0.108,Muscle &connective tissue,Affinity Capture-MS,Huttlin EL (2021),33961781
ABL1,NTRK1,0,0.51,0.9,0.958,0.212,Metabolic disorders,Reconstituted Complex,Koch A (2000),10708759
BDNF,SORT1,0,0.772,0,0.998,0.995,Metabolic disorders,Affinity Capture-Western,Yang M (2011),21357693
BDNF,NTRK2,0.06,0.691,0.9,0.999,0.999,Metabolic disorders,Reconstituted Complex,Haniu M (1997),9312147
BDNF,NTF3,0.082,0.958,0,0.991,0.774,Metabolic disorders,Co-crystal Structure,Robinson RC (1995),7703225
BDNF,NTF4,0.042,0.968,0.5,0.99,0.433,Metabolic disorders,Co-localization,Chen TC (2014),25241761
EP300,SIRT1,0.138,0.698,0,0.972,0.902,Metabolic disorders,Affinity Capture-Western,Bouras T (2005),15632193
EP300,HDAC2,0.049,0.21,0.5,0.944,0.87,Metabolic disorders,Affinity Capture-Western,Tang W (2019),30737378
EP300,KAT2B,0.049,0.841,0.9,0.999,0.998,Metabolic disorders,Biochemical Activity,Kiernan R (2003),12419806
ERBB2,NTRK2,0.11,0.617,0,0.704,0.201,Metabolic disorders,PCA,Kennedy SP (2019),30898150
ERBB2,NTRK3,0.107,0.617,0,0.717,0.239,Metabolic disorders,PCA,Kennedy SP (2019),30898150
ERBB2,NTRK1,0.107,0.617,0,0.751,0.332,Metabolic disorders,PCA,Kennedy SP (2019),30898150
ERBB2,MATK,0,0.646,0.5,0.898,0.47,Metabolic disorders,Protein-peptide,Jones RB (2006),16273093
ETV6,NCOR1,0.049,0.51,0,0.757,0.522,Metabolic disorders,Reconstituted Complex,Guidez F (2000),11001911
FRS2,NTRK2,0,0.943,0.5,0.992,0.754,Metabolic disorders,Reconstituted Complex,Meakin SO (1999),10092678
FRS2,NTRK3,0,0.35,0,0.752,0.634,Metabolic disorders,Reconstituted Complex,Meakin SO (1999),10092678
FRS2,GRB2,0,0.856,0.9,0.999,0.997,Metabolic disorders,Affinity Capture-Western,Ong SH (1996),8780727
FRS2,NTRK1,0,0.352,0.9,0.974,0.64,Metabolic disorders,Reconstituted Complex,Meakin SO (1999),10092678
GRB2,SH2B1,0.049,0.618,0.9,0.991,0.797,Metabolic disorders,Reconstituted Complex,Kotani K (1998),9742218
GRB2,NTRK1,0,0.611,0.9,0.993,0.848,Metabolic disorders,Affinity Capture-Western,Song C (2002),11733534
HDAC10,HDAC2,0,0.474,0,0.834,0.633,Metabolic disorders,Affinity Capture-Western,Fischer DD (2002),11739383
HDAC10,NCOR2,0.084,0.572,0.5,0.965,0.842,Metabolic disorders,Affinity Capture-Western,Fischer DD (2002),11739383
HDAC2,SIRT1,0.074,0.372,0,0.898,0.839,Metabolic disorders,Co-fractionation,Havugimana PC (2022),35831314
HDAC2,NCOR2,0.044,0.643,0.8,0.993,0.92,Metabolic disorders,Affinity Capture-MS,Tang W (2019),30737378
IRS1,SIRT1,0.055,0.537,0,0.823,0.629,Metabolic disorders,Affinity Capture-Western,Zhang J (2007),17901049
IRS1,SH2B1,0.049,0.354,0.5,0.881,0.659,Metabolic disorders,Protein-peptide,Liu BA (2012),22974441
KAT2B,SIRT1,0.075,0.424,0,0.96,0.932,Metabolic disorders,Affinity Capture-Western,Pediconi N (2009),19188449
KAT2B,KAT2A,0,0.523,0.9,0.969,0.399,Metabolic disorders,Affinity Capture-MS,Marcon E (2014),24981860
KRAS,FRS2,0.08,0.184,0.5,0.714,0.328,Metabolic disorders,Proximity Label-MS,Kovalski JR (2019),30639242
MATK,NTRK1,0.056,0.292,0.9,0.93,0.085,Metabolic disorders,Affinity Capture-Western,Yamashita H (1999),10329710
NCOR1,EP300,0.436,0.313,0.5,0.959,0.816,Metabolic disorders,Affinity Capture-Western,Cowger JJ (2006),17073437
NCOR1,HDAC2,0.067,0.236,0.8,0.994,0.966,Metabolic disorders,Co-fractionation,Havugimana PC (2022),35831314
NCOR1,NCOR2,0.122,0.622,0.8,0.998,0.985,Metabolic disorders,Two-hybrid,Korutla L (2005),16033423
NCOR2,EP300,0.263,0.309,0.5,0.877,0.574,Metabolic disorders,Affinity Capture-Western,Cowger JJ (2006),17073437
NGF,NGFR,0,0.863,0.9,0.999,0.999,Metabolic disorders,Reconstituted Complex,Nykjaer A (2004),14985763
NGF,SORT1,0,0.746,0,0.997,0.99,Metabolic disorders,Reconstituted Complex,Serup Andersen O (2010),20159974
NGF,NTRK1,0,0.983,0.9,0.999,0.999,Metabolic disorders,Reconstituted Complex,Nykjaer A (2004),14985763
NGFR,NTRK2,0.097,0.367,0,0.99,0.985,Metabolic disorders,Affinity Capture-Western,Saadipour K (2017),28821608
NGFR,NTF3,0.059,0.625,0.9,0.999,0.998,Metabolic disorders,Affinity Capture-Western,Tauris J (2011),21261755
NGFR,NTRK1,0.074,0.715,0,0.999,0.999,Metabolic disorders,Affinity Capture-Western,Dedoni S (2014),24333329
NGFR,SORT1,0,0.688,0.9,0.999,0.997,Metabolic disorders,Affinity Capture-Western,Serup Andersen O (2010),20159974
NTF3,NTRK2,0.044,0.292,0.9,0.999,0.999,Metabolic disorders,Reconstituted Complex,Ryden M (1996),8621424
NTF3,NTRK3,0.065,0.51,0.9,0.999,0.999,Metabolic disorders,Reconstituted Complex,Ryden M (1996),8621424
NTF3,NTRK1,0,0.292,0.9,0.999,0.999,Metabolic disorders,Reconstituted Complex,Ryden M (1996),8621424
NTF4,NTRK2,0.047,0.976,0.9,0.999,0.999,Metabolic disorders,Reconstituted Complex,Naylor RL (2002),11855816
NTRK1,PLCG1,0,0.83,0.9,0.994,0.683,Metabolic disorders,Reconstituted Complex,Ohmichi M (1991),1715690
NTRK1,SORT1,0,0.45,0,0.905,0.835,Metabolic disorders,Affinity Capture-MS,Emdal KB (2015),25921289
NTRK1,PIK3CA,0.05,0.087,0.9,0.96,0.593,Metabolic disorders,Affinity Capture-MS,Emdal KB (2015),25921289
NTRK1,EML4,0.074,0.085,0,0.761,0.741,Metabolic disorders,Affinity Capture-MS,Emdal KB (2015),25921289
NTRK1,SH2B1,0,0.499,0.9,0.99,0.826,Metabolic disorders,Two-hybrid,Qian X (1998),9856458
NTRK1,NTRK3,0,0.225,0,0.8,0.75,Metabolic disorders,Affinity Capture-MS,Emdal KB (2015),25921289
NTRK1,SHC3,0.06,0.331,0.9,0.975,0.655,Metabolic disorders,Affinity Capture-MS,Emdal KB (2015),25921289
NTRK1,SHC1,0.06,0.983,0.9,0.999,0.971,Metabolic disorders,Two-hybrid,Qian X (1998),9856458
NTRK1,SH2B2,0,0.341,0.9,0.94,0.167,Metabolic disorders,Two-hybrid,Qian X (1998),9856458
NTRK1,TPM3,0,0.06,0.9,0.986,0.864,Metabolic disorders,Affinity Capture-MS,Emdal KB (2015),25921289
NTRK2,PLCG1,0,0.709,0.9,0.992,0.761,Metabolic disorders,Two-hybrid,Suzuki S (2002),12074588
NTRK2,SH2B1,0,0.267,0.9,0.966,0.578,Metabolic disorders,Two-hybrid,Suzuki S (2002),12074588
NTRK2,NTRK3,0.226,0.238,0,0.969,0.951,Metabolic disorders,Affinity Capture-Western,Salokas K (2022),35384245
NTRK2,SHC3,0.144,0.634,0.9,0.993,0.821,Metabolic disorders,Two-hybrid,Suzuki S (2002),12074588
NTRK2,SHC1,0.06,0.637,0.9,0.999,0.993,Metabolic disorders,Affinity Capture-Western,Fontanesi C (2016),26253177
NTRK3,SORT1,0,0.436,0,0.907,0.842,Metabolic disorders,Affinity Capture-Western,Vaegter CB (2011),21102451
NTRK3,NELFB,0,0.292,0.9,0.936,0.176,Metabolic disorders,Two-hybrid,Ichim G (2013),24034695
NTRK3,HRAS,0.074,0.251,0.5,0.783,0.448,Metabolic disorders,Affinity Capture-MS,Huttlin EL (2017),28514442
NTRK3,PTPRS,0.054,0.722,0.9,0.999,0.971,Metabolic disorders,Affinity Capture-MS,Huttlin EL (2017),28514442
PLCG1,NTRK3,0,0.371,0.9,0.957,0.38,Metabolic disorders,Reconstituted Complex,Meakin SO (1999),10092678
SH2B2,GRB2,0.06,0.515,0.9,0.955,0.138,Metabolic disorders,Affinity Capture-Western,Qian X (1998),9856458
SH2B3,GRB2,0.064,0.294,0.9,0.972,0.627,Metabolic disorders,Affinity Capture-Western,Motto DG (1996),8649391
SHC1,NGFR,0,0.292,0.65,0.838,0.4,Metabolic disorders,Affinity Capture-Western,Dikic I (1995),7541035
SHC1,NTRK3,0.06,0.356,0.9,0.977,0.673,Metabolic disorders,Reconstituted Complex,Meakin SO (1999),10092678
SHC4,NTRK2,0.056,0.315,0.9,0.939,0.167,Metabolic disorders,Affinity Capture-Western,Wills MK (2017),28213521
SHC4,NTRK1,0,0.315,0.9,0.936,0.142,Metabolic disorders,Affinity Capture-Western,Wills MK (2017),28213521
SIRT1,KAT2A,0,0.54,0,0.943,0.882,Metabolic disorders,Affinity Capture-Western,Lin Z (2012),22542455
SIRT1,NCOR1,0.091,0.635,0,0.996,0.989,Metabolic disorders,Reconstituted Complex,Hisahara S (2008),18829436
SORT1,NTF3,0,0.354,0,0.899,0.851,Metabolic disorders,Reconstituted Complex,Tauris J (2011),21261755
SORT1,NTRK2,0.074,0.439,0,0.933,0.881,Metabolic disorders,Affinity Capture-Western,Vaegter CB (2011),21102451
AFG3L2,PHB2,0.242,0.454,0.5,0.892,0.541,Vision & Ocular disorders,Co-fractionation,Wan C (2015),26344197
AFG3L2,PHB,0.248,0.672,0.5,0.934,0.532,Vision & Ocular disorders,Co-fractionation,Wan C (2015),26344197
ALDOA,ALDOB,0,0.622,0.9,0.976,0.427,Vision & Ocular disorders,Two-hybrid,Wang J (2011),21988832
AMBP,A2M,0.165,0.51,0,0.871,0.71,Vision & Ocular disorders,Affinity Capture-Western,Falkenberg C (1994),7519849
APOA1,APOC3,0.83,0.077,0.8,0.999,0.998,Vision & Ocular disorders,Affinity Capture-MS,Zhou M (2004),15174051
APOA1,ORM1,0.248,0.239,0,0.869,0.79,Vision & Ocular disorders,Affinity Capture-MS,Marcon E (2014),24981860
APOA1,FGA,0.452,0.428,0.4,0.902,0.544,Vision & Ocular disorders,Affinity Capture-MS,Zhou M (2004),15174051
APOA1,APOA2,0.798,0.618,0.8,0.999,0.999,Vision & Ocular disorders,Reconstituted Complex,Clay MA (2000),10722751
B2M,A2M,0.084,0.292,0,0.774,0.68,Vision & Ocular disorders,Reconstituted Complex,Gouin-Charnet A (2000),10731476
BAK1,BAX,0.1,0.836,0.9,0.996,0.801,Vision & Ocular disorders,Affinity Capture-Western,Sundararajan R (2001),11571294
BAX,SLC25A4,0.054,0.313,0.72,0.818,0.118,Vision & Ocular disorders,Affinity Capture-Western,Marzo I (1998),9748162
BAX,VDAC1,0.052,0.628,0.9,0.983,0.579,Vision & Ocular disorders,Reconstituted Complex,Weng C (2005),15637055
C5,C6,0.269,0.981,0.9,0.999,0.44,Vision & Ocular disorders,Co-fractionation,DiScipio RG (1992),1387399
C5,C7,0.06,0.982,0.9,0.999,0.687,Vision & Ocular disorders,Reconstituted Complex,DiScipio RG (1992),1387399
C5,C8B,0.152,0.982,0.9,0.999,0.671,Vision & Ocular disorders,Reconstituted Complex,Stewart JL (1987),3624872
CARD6,RIPK2,0,0.516,0.9,0.997,0.955,Vision & Ocular disorders,Affinity Capture-Western,Stehlik C (2003),12775719
CARD6,NOD1,0.048,0.292,0,0.889,0.849,Vision & Ocular disorders,Affinity Capture-Western,Stehlik C (2003),12775719
CARD6,CARD8,0.07,0.294,0,0.805,0.727,Vision & Ocular disorders,Affinity Capture-Western,Stehlik C (2003),12775719
CLPX,HSPE1,0.047,0.209,0,0.826,0.769,Vision & Ocular disorders,Co-fractionation,Wan C (2015),26344197
CLTC,MYO6,0.049,0.73,0.4,0.859,0.198,Vision & Ocular disorders,Affinity Capture-MS,Hein MY (2015),26496610
F2,APOC3,0.79,0.329,0,0.889,0.275,Vision & Ocular disorders,Affinity Capture-MS,Marcon E (2014),24981860
F2,FGA,0.879,0.966,0.9,0.999,0.886,Vision & Ocular disorders,Co-crystal Structure,Stubbs MT (1992),1587268
FGA,FGB,0.999,0.997,0.9,0.999,0.957,Vision & Ocular disorders,Co-crystal Structure,Kostelansky MS (2002),12356313
FGB,ORM1,0.401,0.233,0,0.818,0.637,Vision & Ocular disorders,Affinity Capture-MS,Marcon E (2014),24981860
FGB,HPX,0.511,0.233,0,0.712,0.295,Vision & Ocular disorders,Affinity Capture-MS,Marcon E (2014),24981860
FGG,FGB,0.999,0.993,0.9,0.999,0.936,Vision & Ocular disorders,Co-crystal Structure,Kostelansky MS (2002),12356313
FGG,FGA,0.999,0.997,0.9,0.999,0.94,Vision & Ocular disorders,Co-crystal Structure,Kostelansky MS (2002),12356313
GC,ORM1,0.317,0.232,0,0.785,0.623,Vision & Ocular disorders,Affinity Capture-MS,Marcon E (2014),24981860
GC,HPX,0.407,0.232,0,0.827,0.651,Vision & Ocular disorders,Affinity Capture-MS,Marcon E (2014),24981860
GC,FGB,0.831,0.226,0,0.931,0.516,Vision & Ocular disorders,Affinity Capture-MS,Marcon E (2014),24981860
GC,CUBN,0.042,0.292,0.9,0.997,0.97,Vision & Ocular disorders,Affinity Capture-Western,Nykjaer A (2001),11717447
HP,APOA1,0.127,0.593,0,0.998,0.996,Vision & Ocular disorders,Protein-peptide,Spagnuolo MS (2005),15533931
HP,ORM1,0.384,0.24,0,0.973,0.947,Vision & Ocular disorders,Affinity Capture-MS,Marcon E (2014),24981860
HP,HPX,0.178,0.24,0,0.994,0.991,Vision & Ocular disorders,Affinity Capture-MS,Marcon E (2014),24981860
HP,FGB,0.216,0.238,0,0.751,0.618,Vision & Ocular disorders,Affinity Capture-MS,Marcon E (2014),24981860
HP,FGG,0.486,0.309,0,0.858,0.634,Vision & Ocular disorders,Affinity Capture-MS,Marcon E (2014),24981860
HP,GC,0.255,0.238,0,0.906,0.848,Vision & Ocular disorders,Affinity Capture-MS,Marcon E (2014),24981860
HPX,APOA1,0.228,0.239,0,0.826,0.728,Vision & Ocular disorders,Affinity Capture-MS,Marcon E (2014),24981860
